accountId,functionArn,functionVersion,finding,"findingReasonCodes_isMemoryOverprovisioned","findingReasonCodes_isMemoryUnderprovisioned","findingReasonCodes_isInsufficientData","findingReasonCodes_isInconclusive",numberOfInvocations,lookBackPeriodInDays,lastRefreshTimestamp_UTC,"currentConfiguration_memorySize","currentConfiguration_timeout",current_costTotal,current_costAverage,recommendations_count,"recommendationOptions_1_configuration_memorySize","recommendationOptions_1_costLow","recommendationOptions_1_costHigh","recommendationOptions_1_projectedUtilizationMetrics_DurationLowerBound","recommendationOptions_1_projectedUtilizationMetrics_DurationUpperBound","recommendationOptions_1_projectedUtilizationMetrics_DurationExpected","recommendationOptions_2_configuration_memorySize","recommendationOptions_2_costLow","recommendationOptions_2_costHigh","recommendationOptions_2_projectedUtilizationMetrics_DurationLowerBound","recommendationOptions_2_projectedUtilizationMetrics_DurationUpperBound","recommendationOptions_2_projectedUtilizationMetrics_DurationExpected","recommendationOptions_3_configuration_memorySize","recommendationOptions_3_costLow","recommendationOptions_3_costHigh","recommendationOptions_3_projectedUtilizationMetrics_DurationLowerBound","recommendationOptions_3_projectedUtilizationMetrics_DurationUpperBound","recommendationOptions_3_projectedUtilizationMetrics_DurationExpected","utilizationMetrics_DurationMaximum","utilizationMetrics_MemoryMaximum","utilizationMetrics_DurationAverage","utilizationMetrics_MemoryAverage",currentPerformanceRisk,"recommendationOptions_1_savingsOpportunityPercentage","recommendationOptions_1_estimatedMonthlySavings_currency","recommendationOptions_1_estimatedMonthlySavings_value","recommendationOptions_2_savingsOpportunityPercentage","recommendationOptions_2_estimatedMonthlySavings_currency","recommendationOptions_2_estimatedMonthlySavings_value","recommendationOptions_3_savingsOpportunityPercentage","recommendationOptions_3_estimatedMonthlySavings_currency","recommendationOptions_3_estimatedMonthlySavings_value",tags,"effectiveRecommendationPreferencesSavingsEstimationModeSource","recommendationOptions_1_estimatedMonthlySavingsAfterDiscounts_value","recommendationOptions_1_estimatedMonthlySavingsAfterDiscounts_currency","recommendationOptions_1_savingsOpportunityPercentageAfterDiscounts","recommendationOptions_2_estimatedMonthlySavingsAfterDiscounts_value","recommendationOptions_2_estimatedMonthlySavingsAfterDiscounts_currency","recommendationOptions_2_savingsOpportunityPercentageAfterDiscounts","recommendationOptions_3_estimatedMonthlySavingsAfterDiscounts_value","recommendationOptions_3_estimatedMonthlySavingsAfterDiscounts_currency","recommendationOptions_3_savingsOpportunityPercentageAfterDiscounts"
531203486792,"arn:aws:lambda:ap-southeast-1:531203486792:function:CT-VPCFlowLog-Lambda:$LATEST","$LATEST",Optimized,false,false,false,false,4032,14,"2024-07-08 06:11:20",128,300,0.408326048371,1.0127134136185516E-4,1,128,0.38892035082952386,0.42870203078955,46203.94935752079,50939.85416666667,48514.14682539683,"","","","","","","","","","","","",109360.0078125,118.0,48514.14682539683,110.45337301587301,"","","","","","","","","","","{""aws:cloudformation:stack-name"":""StackSet-VPC-FLOWLOG-CREATION-730b1ac2-f10a-41ab-bbe7-fe52c28a1d9d"",""aws:cloudformation:stack-id"":""arn:aws:cloudformation:ap-southeast-1:531203486792:stack/StackSet-VPC-FLOWLOG-CREATION-730b1ac2-f10a-41ab-bbe7-fe52c28a1d9d/0651c9a0-9966-11ec-b84e-02817233e110"",""aws:cloudformation:logical-id"":""VPCFlowLogLambda""}",CostOptimizationHub,"","","","","","","","",""
