"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Transfer Type","usageType","operation","Normalization Size Factor","Region Code","serviceName","SSD"
"22G6WT9AD6KGUJNQ","38NPMPTW36","22G6WT9AD6KGUJNQ.38NPMPTW36.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.2260000000","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","38NPMPTW36","22G6WT9AD6KGUJNQ.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","5890.91","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","4NA7Y494T4","22G6WT9AD6KGUJNQ.4NA7Y494T4.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.6370000000","USD","1yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","6QCMYABX3D","22G6WT9AD6KGUJNQ.6QCMYABX3D.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","6QCMYABX3D","22G6WT9AD6KGUJNQ.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","5250.32","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","BPH4J8HBKS","22G6WT9AD6KGUJNQ.BPH4J8HBKS.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.4870000000","USD","3yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","HU7G6KETJZ","22G6WT9AD6KGUJNQ.HU7G6KETJZ.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.3040000000","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","HU7G6KETJZ","22G6WT9AD6KGUJNQ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","2678.75","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","JRTCKXETXF","22G6WT9AD6KGUJNQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.937 per cache.r6gd.xlarge node-hour running Redis with data tiering (APS1)","2024-10-01","0","Inf","Hrs","0.9370000000","USD",,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","NQ3QZPMQV9","22G6WT9AD6KGUJNQ.NQ3QZPMQV9.6YS6EN2CT7","Reserved","Redis, cache.r6gd.xlarge reserved instance applied","2021-11-01","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"22G6WT9AD6KGUJNQ","NQ3QZPMQV9","22G6WT9AD6KGUJNQ.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","11074.89","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6gd.xlarge","Yes","Memory optimized","4","26.32 GiB","Up to 10 Gigabit","Redis",,,"APS1-NodeUsage:cache.r6gd.xlarge","CreateCacheCluster:0002","8","ap-southeast-1","Amazon ElastiCache","99.33 GiB"
"235JYGG6PNHPFY2U","JRTCKXETXF","235JYGG6PNHPFY2U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.151 per GB-hour for Memcached data storage","2024-10-01","0","Inf","GB-Hours","0.1510000000","USD",,,,"ElastiCache Serverless","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region",,,,,,,"Memcached",,,"APS1-CachedData:Memcached","CreateServerlessCache",,"ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","38NPMPTW36","28FCHH7YG6FNT2EZ.38NPMPTW36.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","1.5070000000","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","38NPMPTW36","28FCHH7YG6FNT2EZ.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2024-06-01",,,"Quantity","39602.909","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","4NA7Y494T4","28FCHH7YG6FNT2EZ.4NA7Y494T4.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","4.2700000000","USD","1yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","6QCMYABX3D","28FCHH7YG6FNT2EZ.6QCMYABX3D.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","6QCMYABX3D","28FCHH7YG6FNT2EZ.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2024-06-01",,,"Quantity","35202.586","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","BPH4J8HBKS","28FCHH7YG6FNT2EZ.BPH4J8HBKS.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","3.2650000000","USD","3yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","HU7G6KETJZ","28FCHH7YG6FNT2EZ.HU7G6KETJZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","2.0410000000","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","HU7G6KETJZ","28FCHH7YG6FNT2EZ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2024-06-01",,,"Quantity","17876.313","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","JRTCKXETXF","28FCHH7YG6FNT2EZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.279 per Memory optimized r7g.12xlarge node hour running Redis","2024-10-01","0","Inf","Hrs","6.2790000000","USD",,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","NQ3QZPMQV9","28FCHH7YG6FNT2EZ.NQ3QZPMQV9.6YS6EN2CT7","Reserved","ElastiCache, cache.r7g.12xlarge reserved instance applied","2024-06-01","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28FCHH7YG6FNT2EZ","NQ3QZPMQV9","28FCHH7YG6FNT2EZ.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2024-06-01",,,"Quantity","74255.454","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r7g.12xlarge","Yes","Memory optimized","48","317.77 GiB","22.5 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r7g.12xlarge","CreateCacheCluster:0001","96","ap-southeast-1","Amazon ElastiCache",
"28YKGJFXAFE72XBE","JRTCKXETXF","28YKGJFXAFE72XBE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.0944 per r5.24xlarge Cache node-hour (or partial hour) Running Valkey on Outposts","2024-10-01","0","Inf","Hrs","4.0944000000","USD",,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Outposts","cache.r5.24xlarge","Yes","Memory optimized","96","635.61 GiB","25 Gigabit","Valkey",,,"APS1-Outpost-NodeUsage:cache.r5.24xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","38NPMPTW36","2EWBNSK2RMEHF7K3.38NPMPTW36.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0060000000","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","38NPMPTW36","2EWBNSK2RMEHF7K3.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","151","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","4NA7Y494T4","2EWBNSK2RMEHF7K3.4NA7Y494T4.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0160000000","USD","1yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","6QCMYABX3D","2EWBNSK2RMEHF7K3.6QCMYABX3D.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","6QCMYABX3D","2EWBNSK2RMEHF7K3.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","134","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","BPH4J8HBKS","2EWBNSK2RMEHF7K3.BPH4J8HBKS.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0120000000","USD","3yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","HU7G6KETJZ","2EWBNSK2RMEHF7K3.HU7G6KETJZ.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0080000000","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","HU7G6KETJZ","2EWBNSK2RMEHF7K3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","68","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","JRTCKXETXF","2EWBNSK2RMEHF7K3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024 per T4G Micro Cache node-hour (or partial hour) running Redis","2024-10-01","0","Inf","Hrs","0.0240000000","USD",,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","NQ3QZPMQV9","2EWBNSK2RMEHF7K3.NQ3QZPMQV9.6YS6EN2CT7","Reserved","Redis, cache.t4g.micro reserved instance applied","2021-11-01","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2EWBNSK2RMEHF7K3","NQ3QZPMQV9","2EWBNSK2RMEHF7K3.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2021-11-01",,,"Quantity","285","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t4g.micro","Yes","Standard","2","0.5 GiB","Up to 5 Gigabit","Redis",,,"APS1-NodeUsage:cache.t4g.micro","CreateCacheCluster:0002",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","38NPMPTW36","2H74QUJV4EGR5FAG.38NPMPTW36.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","0.3784000000","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","38NPMPTW36","2H74QUJV4EGR5FAG.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2024-10-01",,,"Quantity","9932.8","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","4NA7Y494T4","2H74QUJV4EGR5FAG.4NA7Y494T4.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","1.0752000000","USD","1yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","6QCMYABX3D","2H74QUJV4EGR5FAG.6QCMYABX3D.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","6QCMYABX3D","2H74QUJV4EGR5FAG.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2024-10-01",,,"Quantity","8787.2","USD","1yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","BPH4J8HBKS","2H74QUJV4EGR5FAG.BPH4J8HBKS.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","0.8168000000","USD","3yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","HU7G6KETJZ","2H74QUJV4EGR5FAG.HU7G6KETJZ.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","0.5120000000","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","HU7G6KETJZ","2H74QUJV4EGR5FAG.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2024-10-01",,,"Quantity","4484","USD","1yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","JRTCKXETXF","2H74QUJV4EGR5FAG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.5752 per Memory optimized r6g.4xlarge node hour running Valkey","2024-10-01","0","Inf","Hrs","1.5752000000","USD",,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","NQ3QZPMQV9","2H74QUJV4EGR5FAG.NQ3QZPMQV9.6YS6EN2CT7","Reserved","Valkey, cache.r6g.4xlarge reserved instance applied","2024-10-01","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2H74QUJV4EGR5FAG","NQ3QZPMQV9","2H74QUJV4EGR5FAG.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2024-10-01",,,"Quantity","18672.8","USD","3yr","All Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r6g.4xlarge","Yes","Memory optimized","16","105.81 GiB","Up to 10 Gigabit","Valkey",,,"APS1-NodeUsage:cache.r6g.4xlarge","CreateCacheCluster:Valkey",,"ap-southeast-1","Amazon ElastiCache",
"2HUVGMFUNS5HQZX6","38NPMPTW36","2HUVGMFUNS5HQZX6.38NPMPTW36.6YS6EN2CT7","Reserved","ElastiCache, cache.r5.large reserved instance applied","2018-12-31","0","Inf","Hrs","0.0620000000","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r5.large","Yes","Memory optimized","2","13.07 GiB","Up to 10 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r5.large","CreateCacheCluster:0001","4","ap-southeast-1","Amazon ElastiCache",
"2HUVGMFUNS5HQZX6","38NPMPTW36","2HUVGMFUNS5HQZX6.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2018-12-31",,,"Quantity","1631","USD","3yr","Partial Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r5.large","Yes","Memory optimized","2","13.07 GiB","Up to 10 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r5.large","CreateCacheCluster:0001","4","ap-southeast-1","Amazon ElastiCache",
"2HUVGMFUNS5HQZX6","4NA7Y494T4","2HUVGMFUNS5HQZX6.4NA7Y494T4.6YS6EN2CT7","Reserved","ElastiCache, cache.r5.large reserved instance applied","2018-12-31","0","Inf","Hrs","0.1770000000","USD","1yr","No Upfront","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r5.large","Yes","Memory optimized","2","13.07 GiB","Up to 10 Gigabit","Memcached",,,"APS1-NodeUsage:cache.r5.large","CreateCacheCluster:0001","4","ap-southeast-1","Amazon ElastiCache",
